"id","numero_sap","type","statut","urgence","date_creation","date_previsionnelle","date_livraison_reelle","date_modification","montant_total","devise","score_priorite","company_code","purchasing_org","purchasing_group","marqueur_suppression","statut_approbation","date_commande","postes_en_retard","createdat","updatedat","fournisseur_id","manager_id"
"0765be5b-7f6f-429d-9652-58b28527578b","4500000020","NB","EN_LIVRAISON","NORMALE","2026-05-15 00:00:00","2026-05-29",,"2026-05-15 20:06:51.696","10000000.00","USD","0","CC01","PO01","001","false","X","2026-05-15","1","2026-06-18 00:03:38.99","2026-06-18 00:03:38.99",,
"12c7e0d1-d182-442d-adb9-e914d780108d","4500000033","NB","EN_LIVRAISON","NORMALE","2026-06-01 00:00:00","2026-06-15",,"2026-06-01 18:20:29.716","3630.00","MAD","0","CC03","POAH","004","false","X","2026-06-01","1","2026-06-18 00:04:33.175","2026-06-18 00:04:33.175","1b5df104-5dca-40ec-a8ce-3e22e1714af4",
"1489195d-751d-4868-aae8-9034f9ebdd37","4500000031","NB","EN_LIVRAISON","NORMALE","2026-05-31 00:00:00","2026-06-14",,"2026-05-31 15:50:24.582","462.00","MAD","0","CC03","POAH","004","false","X","2026-05-31","1","2026-06-18 00:04:23.684","2026-06-18 00:04:23.684",,
"15b374d7-4542-494d-8a52-f09d64623ec1","4500000044","NB","EN_LIVRAISON","NORMALE","2026-06-13 00:00:00","2026-06-27",,"2026-06-13 14:30:40.241","47.04","MAD","0","CC01","PO01","001","false","X","2026-06-13","0","2026-06-18 00:05:13.922","2026-06-18 00:05:13.922",,
"1ccf5029-17aa-4f85-b64c-68dccb8b3404","4500000003","NB","EN_LIVRAISON","NORMALE","2025-12-14 00:00:00","2025-12-28",,"2025-12-14 11:33:52.629","100.00","EUR","0","CC01","PO01","001","false","X","2025-12-14","1","2026-06-18 00:02:30.8","2026-06-18 00:02:30.8",,
"27c53d5d-5040-445f-92f3-cabdb3a798a8","4500000017","NB","EN_LIVRAISON","NORMALE","2026-05-12 00:00:00","2026-05-26",,"2026-05-12 22:09:53.145","600.00","MAD","0","CC01","PO01","001","false","X","2026-05-12","1","2026-06-18 00:03:27.241","2026-06-18 00:03:27.241",,
"2835dd4a-7922-40e8-a153-2797c21c671a","4500000047","ZNBH","EN_LIVRAISON","NORMALE","2026-06-13 00:00:00","2026-06-27",,"2026-06-13 16:28:08.026","30.00","MAD","0","CC03","POAH","004","false","X","2026-06-13","0","2026-06-18 00:05:23.967","2026-06-18 00:05:23.967",,
"2d6e9945-2925-45d7-b0e8-62bcc84bc286","4500000030","NB","EN_LIVRAISON","NORMALE","2026-05-31 00:00:00","2026-06-14",,"2026-05-31 15:44:38.145","462.00","MAD","0","CC03","POAH","004","false","X","2026-05-31","1","2026-06-18 00:04:19.769","2026-06-18 00:04:19.769",,
"2e4b2711-7548-4132-87f1-8cd30f672a05","4500000034","NB","EN_LIVRAISON","NORMALE","2026-06-01 00:00:00","2026-06-15",,"2026-06-01 18:31:31.468","3630.00","MAD","0","CC03","POAH","004","false","X","2026-06-01","1","2026-06-18 00:04:38.761","2026-06-18 00:04:38.761",,
"2fd3c760-7adf-4061-b21e-6db0bc94b6fb","4500000014","NB","EN_LIVRAISON","NORMALE","2026-05-11 00:00:00","2026-05-25",,"2026-05-11 01:18:32.194","1800000.00","MAD","0","CC01","PO01","001","false","X","2026-05-11","1","2026-06-18 00:03:15.517","2026-06-18 00:03:15.517",,
"346fd643-fa6c-4aa5-8723-81189c58ec62","4500000039","ZNBH","EN_COURS","NORMALE","2026-06-05 00:00:00","2026-06-19",,"2026-06-05 13:27:28.434","3630.00","MAD","0","CC03","POAH","004","false",,"2026-06-05","0","2026-06-18 00:04:57.174","2026-06-18 00:04:57.174",,
"34e7a438-c8df-40ef-bad1-b0c36199f22a","4500000023","NB","EN_LIVRAISON","NORMALE","2026-05-18 00:00:00","2026-06-01",,"2026-05-18 12:59:22.321","30000000.00","USD","0","CC01","PO01","001","false","X","2026-05-18","1","2026-06-18 00:03:50.718","2026-06-18 00:03:50.718",,
"3af68892-8e16-4005-a39b-42e8bd2375f3","4500000024","NB","EN_LIVRAISON","NORMALE","2026-05-18 00:00:00","2026-06-01",,"2026-05-18 14:10:15.351","30000000.00","USD","0","CC01","PO01","001","false","X","2026-05-18","1","2026-06-18 00:03:54.636","2026-06-18 00:03:54.636",,
"4424a010-9aa3-459d-899a-14d1799d6b87","4500000041","NB","EN_LIVRAISON","NORMALE","2026-06-07 00:00:00","2026-06-21",,"2026-06-07 17:01:39.647","15.00","MAD","0","CC03","POAH","004","false","X","2026-06-07","0","2026-06-18 00:05:03.874","2026-06-18 00:05:03.874",,
"48694f99-9dc0-469d-8c1c-eb46bfef976b","4500000021","NB","EN_LIVRAISON","NORMALE","2026-05-17 00:00:00","2026-05-31",,"2026-05-17 12:11:40.265","62040000.00","MAD","0","CC01","PO01","001","false","X","2026-05-17","1","2026-06-18 00:03:42.897","2026-06-18 00:03:42.897",,
"4ec80b69-bf55-46b6-a2d0-776f9e76b801","4500000012","NB","EN_LIVRAISON","NORMALE","2026-05-06 00:00:00","2026-05-20",,"2026-05-06 13:13:38.438","2000000000.00","MAD","0","CC01","PO01","001","false","X","2025-05-02","1","2026-06-18 00:03:07.696","2026-06-18 00:03:07.696",,
"5536a4eb-1795-41b7-b97f-eaefe2291431","4500000045","ZNBH","EN_LIVRAISON","NORMALE","2026-06-13 00:00:00","2026-06-27",,"2026-06-13 16:14:03.091","25.00","MAD","0","CC03","POAH","004","false","X","2026-06-13","0","2026-06-18 00:05:17.268","2026-06-18 00:05:17.268",,
"5bb34e5d-abef-43fb-b190-88796b8aa31e","4500000013","NB","EN_LIVRAISON","NORMALE","2026-05-11 00:00:00","2026-05-25",,"2026-05-11 00:38:37.037","110000000.00","MAD","0","CC01","PO01","001","false","X","2026-05-11","1","2026-06-18 00:03:11.607","2026-06-18 00:03:11.607",,
"6684738e-a6e0-4353-a626-3996bcf0338e","4500000040","ZNBH","EN_COURS","NORMALE","2026-06-05 00:00:00","2026-06-19",,"2026-06-05 13:28:10.194","3630.00","MAD","0","CC03","POAH","004","false",,"2026-06-05","0","2026-06-18 00:05:00.528","2026-06-18 00:05:00.528",,
"69f162a1-cbde-4ed2-9e62-10dcd74ca178","4500000007","NB","EN_LIVRAISON","NORMALE","2025-12-16 00:00:00","2025-12-30",,"2025-12-16 09:14:22.174","300.00","MAD","0","CC01","PO01","001","false","X","2025-12-16","1","2026-06-18 00:02:48.138","2026-06-18 00:02:48.138",,
"6a164838-2e7e-4247-be0d-c4828f5e2d44","4500000048","ZNBH","EN_LIVRAISON","NORMALE","2026-06-13 00:00:00","2026-06-27",,"2026-06-13 16:29:44.603","30.00","MAD","0","CC03","POAH","004","false","X","2026-06-13","0","2026-06-18 00:05:27.318","2026-06-18 00:05:27.318",,
"6de5c9a5-511a-4158-9fa6-2711381691a7","4500000035","NB","EN_COURS","NORMALE","2026-06-01 00:00:00","2026-06-15",,"2026-06-01 20:00:04.04","3630.00","MAD","0","CC03","POAH","004","false",,"2026-06-01","1","2026-06-18 00:04:42.668","2026-06-18 00:04:42.668",,
"6e48af56-8c61-4bc5-baee-981fb9171985","4500000029","NB","EN_LIVRAISON","NORMALE","2026-05-31 00:00:00","2026-06-14",,"2026-05-31 15:31:52.265","462.00","MAD","0","CC03","POAH","004","false","X","2026-05-31","1","2026-06-18 00:04:15.856","2026-06-18 00:04:15.856",,
"6f0cc724-654a-416d-a70b-8f32e9d9bf65","4500000026","NB","EN_LIVRAISON","NORMALE","2026-05-30 00:00:00","2026-06-13",,"2026-05-30 13:01:58.897","660.00","MAD","0","CC03","POAH","004","false","X","2026-05-30","1","2026-06-18 00:04:02.455","2026-06-18 00:04:02.455","06978826-c12d-42c2-b28a-10c8661b8657",
"72d7b6cb-0d5e-4876-910d-289ee9943fba","4500000037","NB","EN_COURS","NORMALE","2026-06-05 00:00:00","2026-06-19",,"2026-06-05 13:25:13.099","3630.00","MAD","0","CC03","POAH","004","false",,"2026-06-05","0","2026-06-18 00:04:50.478","2026-06-18 00:04:50.478",,
"73ffa149-97d8-4673-8822-3cf21d5f16c2","4500000019","NB","EN_LIVRAISON","NORMALE","2026-05-15 00:00:00","2026-05-29",,"2026-05-15 19:10:14.214","10000000.00","USD","0","CC01","PO01","001","false","X","2026-05-15","1","2026-06-18 00:03:35.072","2026-06-18 00:03:35.072",,
"7f2519ae-c362-4fc0-82ee-e42fd84fe474","4500000001","NB","EN_LIVRAISON","NORMALE","2025-12-13 00:00:00","2025-12-27",,"2025-12-13 20:29:19.63","2000.00","MAD","0","CC01","PO01","001","false","X","2025-12-13","1","2026-06-18 00:02:22.915","2026-06-18 00:02:22.915",,
"81d0d813-0fc0-42d7-b36e-028474d1dc6b","4500000008","NB","EN_LIVRAISON","NORMALE","2025-12-16 00:00:00","2025-12-30",,"2025-12-16 09:26:59.661","300.00","MAD","0","CC01","PO01","001","false","X","2025-12-16","1","2026-06-18 00:02:52.051","2026-06-18 00:02:52.051",,
"83484e03-690b-4ada-b71a-f3effda9c95c","4500000005","NB","EN_LIVRAISON","NORMALE","2025-12-14 00:00:00","2025-12-28",,"2025-12-14 13:52:21.445","200.00","MAD","0","CC01","PO01","001","false","X","2025-12-14","1","2026-06-18 00:02:40.315","2026-06-18 00:02:40.315",,
"861be417-d2db-4080-8887-70d4a2d35ebd","4500000015","NB","EN_LIVRAISON","NORMALE","2026-05-12 00:00:00","2026-05-26",,"2026-05-15 16:02:22.458","9000000.00","MAD","0","CC01","PO01","001","false","X","2026-05-12","1","2026-06-18 00:03:19.423","2026-06-18 00:03:19.423",,
"8b4fd8a7-8961-40a0-9e94-fdd501f8fbf7","4500000042","NB","EN_LIVRAISON","NORMALE","2026-06-09 00:00:00","2026-06-23",,"2026-06-09 13:30:33.841","770.00","MAD","0","CC03","POAH","004","false","X","2026-06-09","0","2026-06-18 00:05:07.222","2026-06-18 00:05:07.222",,
"95031c05-7256-48a9-9a23-1628fd009b56","4500000022","NB","EN_LIVRAISON","NORMALE","2026-05-18 00:00:00","2026-06-01",,"2026-05-18 02:11:57.219","39072492.86","MAD","0","CC01","PO01","001","false","X","2026-05-18","1","2026-06-18 00:03:46.807","2026-06-18 00:03:46.807",,
"985d43b1-5ffd-4e5f-b983-48a1cd22a15d","4500000010","NB","EN_LIVRAISON","NORMALE","2026-05-06 00:00:00","2026-05-20",,"2026-05-06 12:53:31.49","1200000000.00","MAD","0","CC01","PO01","001","false","X","2026-05-06","1","2026-06-18 00:02:59.87","2026-06-18 00:02:59.87",,
"a1000001-0001-0001-0001-000000000001","4500001001","NB","EN_COURS","HAUTE","2025-04-10 08:00:00","2025-05-15",,"2025-04-15 10:00:00","125000.00","EUR","92","1000","1000","010","false","X","2025-04-10","0","2025-04-10 08:00:00","2025-04-15 10:00:00","f1000001-0001-0001-0001-000000000001","u1000001-0001-0001-0001-000000000003"
"a1000001-0001-0001-0001-000000000002","4500001002","NB","EN_ATTENTE","NORMALE","2025-04-12 09:00:00","2025-05-20",,"2025-04-12 09:00:00","47500.00","EUR","55","1000","1000","010","false",,"2025-04-12","0","2025-04-12 09:00:00","2025-04-12 09:00:00","f1000001-0001-0001-0001-000000000002","u1000001-0001-0001-0001-000000000003"
"a1000001-0001-0001-0001-000000000003","4500001003","NB","LIVRE","NORMALE","2025-03-01 07:30:00","2025-04-01","2025-03-28","2025-03-28 14:00:00","23800.00","EUR","30","1000","1000","020","false","X","2025-03-01","0","2025-03-01 07:30:00","2025-03-28 14:00:00","f1000001-0001-0001-0001-000000000003","u1000001-0001-0001-0001-000000000003"
"a1000001-0001-0001-0001-000000000004","4500001004","NB","BLOQUE","CRITIQUE","2025-04-05 11:00:00","2025-04-25",,"2025-04-22 16:00:00","310000.00","EUR","98","1000","1000","010","false","X","2025-04-05","2","2025-04-05 11:00:00","2025-04-22 16:00:00","f1000001-0001-0001-0001-000000000001","u1000001-0001-0001-0001-000000000003"
"a1000001-0001-0001-0001-000000000005","4500001005","NB","EN_LIVRAISON","HAUTE","2025-04-18 08:00:00","2025-05-10",,"2025-04-25 09:00:00","89500.00","EUR","85","1000","1000","030","false","X","2025-04-18","0","2025-04-18 08:00:00","2025-04-25 09:00:00","f1000001-0001-0001-0001-000000000002","u1000001-0001-0001-0001-000000000003"
"a1000001-0001-0001-0001-000000000006","4500001006","NB","EN_COURS","NORMALE","2025-04-20 10:00:00","2025-05-25",,"2025-04-20 10:00:00","15200.00","EUR","48","1000","1000","020","false","X","2025-04-20","0","2025-04-20 10:00:00","2025-04-20 10:00:00","f1000001-0001-0001-0001-000000000004","u1000001-0001-0001-0001-000000000003"
"a1000001-0001-0001-0001-000000000007","4500001007","NB","ANNULE","NORMALE","2025-03-15 08:00:00","2025-04-15",,"2025-03-20 11:00:00","8900.00","EUR","10","1000","1000","010","true","R","2025-03-15","0","2025-03-15 08:00:00","2025-03-20 11:00:00","f1000001-0001-0001-0001-000000000003","u1000001-0001-0001-0001-000000000003"
"a1000001-0001-0001-0001-000000000008","4500001008","NB","EN_COURS","CRITIQUE","2025-04-28 07:00:00","2025-05-08",,"2025-04-28 07:00:00","450000.00","EUR","99","1000","1000","010","false","X","2025-04-28","1","2025-04-28 07:00:00","2025-04-28 07:00:00","f1000001-0001-0001-0001-000000000001","u1000001-0001-0001-0001-000000000003"
"a1000001-0001-0001-0001-000000000009","4500001009","NB","EN_ATTENTE","HAUTE","2025-04-30 09:00:00","2025-06-01",,"2025-04-30 09:00:00","67000.00","EUR","70","1000","1000","020","false",,"2025-04-30","0","2025-04-30 09:00:00","2025-04-30 09:00:00","f1000001-0001-0001-0001-000000000002","u1000001-0001-0001-0001-000000000003"
"a1000001-0001-0001-0001-000000000010","4500001010","NB","LIVRE","NORMALE","2025-02-10 08:00:00","2025-03-10","2025-03-08","2025-03-08 12:00:00","34700.00","EUR","35","1000","1000","030","false","X","2025-02-10","0","2025-02-10 08:00:00","2025-03-08 12:00:00","f1000001-0001-0001-0001-000000000004","u1000001-0001-0001-0001-000000000003"
"a195786e-d69c-4822-9d9a-fab7ec0c2db1","4500000043","NB","EN_LIVRAISON","NORMALE","2026-06-09 00:00:00","2026-06-23",,"2026-06-09 12:39:29.683","363.00","MAD","0","CC03","POAH","004","false","X","2026-06-09","0","2026-06-18 00:05:10.569","2026-06-18 00:05:10.569",,
"a403690d-3f01-4ff1-aa02-baf44a263ab8","4500000000","NB","EN_LIVRAISON","NORMALE","2025-11-17 00:00:00","2025-12-01",,"2025-11-17 23:50:44.911","1000.00","EUR","0","CC01","PO01","001","false","X","2025-11-17","1","2026-06-18 00:02:17.242","2026-06-18 00:02:17.242","15642392-12b4-4d2c-8fa2-1a000ec89683",
"a71d2ad4-b33c-46ac-a1e0-aaeff7b1c82b","4500000025","NB","EN_LIVRAISON","NORMALE","2026-05-19 00:00:00","2026-06-02",,"2026-05-19 10:37:22.918","39072492.86","MAD","0","CC01","PO01","001","false","X","2026-05-19","1","2026-06-18 00:03:58.542","2026-06-18 00:03:58.542",,
"ac721fdd-4d50-46db-b2d4-7c709eb1bc43","4500000032","NB","EN_LIVRAISON","NORMALE","2026-06-01 00:00:00","2026-06-15",,"2026-06-01 16:56:31.565","4235.00","MAD","0","CC03","POAH","004","false","X","2026-05-31","1","2026-06-18 00:04:27.59","2026-06-18 00:04:27.59","880feda7-ea78-4dac-b76a-17ec84838205",
"b29c4d22-cbc2-4c04-908a-d0a4de160073","4500000027","NB","EN_LIVRAISON","NORMALE","2026-05-31 00:00:00","2026-06-14",,"2026-05-31 13:22:31.993","660.00","MAD","0","CC03","POAH","004","false","X","2026-05-31","1","2026-06-18 00:04:08.043","2026-06-18 00:04:08.043",,
"b58293f5-8eb4-44d4-8054-a835ca876d8d","4500000002","NB","EN_LIVRAISON","NORMALE","2025-12-14 00:00:00","2025-12-28",,"2025-12-14 10:59:55.787","1000.00","EUR","0","CC01","PO01","001","false","X","2025-12-14","1","2026-06-18 00:02:26.858","2026-06-18 00:02:26.858",,
"c0a010cd-94f5-476b-841e-5874cd0ced14","4500000028","NB","EN_LIVRAISON","NORMALE","2026-05-31 00:00:00","2026-06-14",,"2026-05-31 14:13:46.198","660.00","MAD","0","CC03","POAH","004","false","X","2026-05-31","1","2026-06-18 00:04:11.948","2026-06-18 00:04:11.948",,
"ce70df9b-ba1d-40a0-88c6-9e51ce7815d6","4500000006","NB","EN_LIVRAISON","NORMALE","2025-12-14 00:00:00","2025-12-28",,"2025-12-14 13:53:49.799","200.00","MAD","0","CC01","PO01","001","false","X","2025-12-14","1","2026-06-18 00:02:44.224","2026-06-18 00:02:44.224",,
"d3cb8407-18bf-470e-8b80-9f8f7bed8216","4500000018","NB","EN_LIVRAISON","NORMALE","2026-05-14 00:00:00","2026-05-28",,"2026-05-14 19:01:55.696","196000.00","MAD","0","CC01","PO01","001","false","X","2026-05-14","1","2026-06-18 00:03:31.152","2026-06-18 00:03:31.152",,
"d6cc8e30-907a-40be-ad5a-bab1576ac7a5","4500000004","NB","EN_LIVRAISON","NORMALE","2025-12-14 00:00:00","2025-12-28",,"2025-12-14 12:43:52.069","1440.00","MAD","0","CC01","PO01","001","false","X","2025-12-14","1","2026-06-18 00:02:34.724","2026-06-18 00:02:34.724","28e27a67-1e9e-43ce-9815-cb292b0ddc24",
"dc5f62fc-e6ca-471c-a6b9-47f25f662a43","4500000046","ZNBH","EN_LIVRAISON","NORMALE","2026-06-13 00:00:00","2026-06-27",,"2026-06-13 16:19:07.56","15.00","MAD","0","CC03","POAH","004","false","X","2026-06-13","0","2026-06-18 00:05:20.621","2026-06-18 00:05:20.621",,
"e27e788f-d991-4004-bf0c-23b5c057f33b","4500000009","NB","EN_LIVRAISON","NORMALE","2026-03-18 00:00:00","2026-04-01",,"2026-03-18 13:09:11.58","240.00","MAD","0","CC01","PO01","001","false","X","2026-03-18","1","2026-06-18 00:02:55.96","2026-06-18 00:02:55.96",,
"ee6642d3-75a1-4d78-9e02-a12f61a352af","4500000049","ZNBH","EN_ATTENTE","NORMALE","2026-06-14 00:00:00","2026-06-28",,"2026-06-14 12:35:15.075","20.00","MAD","0","CC03","POAH","004","false","X","2026-06-14","0","2026-06-18 00:05:30.671","2026-06-18 00:05:30.671",,
"ef57a290-ee1a-4ed2-8000-f4b3a505927c","4500000036","NB","EN_LIVRAISON","NORMALE","2026-06-01 00:00:00","2026-06-15",,"2026-06-01 20:17:41.909","3630.00","MAD","0","CC03","POAH","004","false","X","2026-06-01","1","2026-06-18 00:04:46.57","2026-06-18 00:04:46.57",,
"f75087d8-7709-4eea-a54b-d860d7c6fcba","4500000038","ZNBH","EN_ATTENTE","NORMALE","2026-06-05 00:00:00","2026-06-19",,"2026-06-05 13:25:50.076","3630.00","MAD","0","CC03","POAH","004","false","X","2026-06-05","0","2026-06-18 00:04:53.826","2026-06-18 00:04:53.826",,
