ID,commande_ID,user_ID,ancien_statut,nouveau_statut,commentaire,source_changement,createdAt
ffffffff-0001-0000-0000-000000000000,cccccccc-0001-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00001,SYNC_SAP,2025-08-03T00:59:00Z
ffffffff-0002-0000-0000-000000000000,cccccccc-0002-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00002,SYNC_SAP,2025-09-13T09:39:00Z
ffffffff-0003-0000-0000-000000000000,cccccccc-0003-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_ATTENTE,Creation de la commande PO-2025-00003,SYNC_SAP,2025-07-11T07:38:00Z
ffffffff-0004-0000-0000-000000000000,cccccccc-0004-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00004,SYNC_SAP,2025-03-24T13:19:00Z
ffffffff-0005-0000-0000-000000000000,cccccccc-0004-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,ANNULE,Commande annulee par le client,APP_WEB,2025-07-22T12:12:00Z
ffffffff-0006-0000-0000-000000000000,cccccccc-0005-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00005,SYNC_SAP,2025-08-03T16:16:00Z
ffffffff-0007-0000-0000-000000000000,cccccccc-0005-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-09-18T02:21:00Z
ffffffff-0008-0000-0000-000000000000,cccccccc-0006-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00006,SYNC_SAP,2025-08-14T23:51:00Z
ffffffff-0009-0000-0000-000000000000,cccccccc-0006-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-10-23T02:18:00Z
ffffffff-0010-0000-0000-000000000000,cccccccc-0007-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00007,SYNC_SAP,2025-02-12T05:53:00Z
ffffffff-0011-0000-0000-000000000000,cccccccc-0008-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00008,SYNC_SAP,2025-05-03T11:28:00Z
ffffffff-0012-0000-0000-000000000000,cccccccc-0009-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00009,SYNC_SAP,2025-06-14T16:13:00Z
ffffffff-0013-0000-0000-000000000000,cccccccc-0009-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-12-20T21:45:00Z
ffffffff-0014-0000-0000-000000000000,cccccccc-0010-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00010,SYNC_SAP,2025-06-13T07:26:00Z
ffffffff-0015-0000-0000-000000000000,cccccccc-0010-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-11-07T08:51:00Z
ffffffff-0016-0000-0000-000000000000,cccccccc-0011-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00011,SYNC_SAP,2025-05-16T09:19:00Z
ffffffff-0017-0000-0000-000000000000,cccccccc-0012-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00012,SYNC_SAP,2025-03-22T04:02:00Z
ffffffff-0018-0000-0000-000000000000,cccccccc-0013-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00013,SYNC_SAP,2025-10-21T09:43:00Z
ffffffff-0019-0000-0000-000000000000,cccccccc-0013-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,ANNULE,Commande annulee par le client,APP_WEB,2025-10-07T17:30:00Z
ffffffff-0020-0000-0000-000000000000,cccccccc-0014-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_ATTENTE,Creation de la commande PO-2025-00014,SYNC_SAP,2025-10-26T15:46:00Z
ffffffff-0021-0000-0000-000000000000,cccccccc-0015-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00015,SYNC_SAP,2025-07-25T20:14:00Z
ffffffff-0022-0000-0000-000000000000,cccccccc-0016-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00016,SYNC_SAP,2025-06-02T17:04:00Z
ffffffff-0023-0000-0000-000000000000,cccccccc-0017-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00017,SYNC_SAP,2025-10-04T14:43:00Z
ffffffff-0024-0000-0000-000000000000,cccccccc-0018-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00018,SYNC_SAP,2025-02-18T02:11:00Z
ffffffff-0025-0000-0000-000000000000,cccccccc-0019-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00019,SYNC_SAP,2025-07-01T14:55:00Z
ffffffff-0026-0000-0000-000000000000,cccccccc-0020-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_ATTENTE,Creation de la commande PO-2025-00020,SYNC_SAP,2025-10-17T20:24:00Z
ffffffff-0027-0000-0000-000000000000,cccccccc-0021-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00021,SYNC_SAP,2025-04-25T10:32:00Z
ffffffff-0028-0000-0000-000000000000,cccccccc-0022-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00022,SYNC_SAP,2025-04-18T06:34:00Z
ffffffff-0029-0000-0000-000000000000,cccccccc-0022-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-09-27T02:01:00Z
ffffffff-0030-0000-0000-000000000000,cccccccc-0023-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00023,SYNC_SAP,2025-01-07T21:55:00Z
ffffffff-0031-0000-0000-000000000000,cccccccc-0024-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_ATTENTE,Creation de la commande PO-2025-00024,SYNC_SAP,2025-02-03T14:31:00Z
ffffffff-0032-0000-0000-000000000000,cccccccc-0025-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00025,SYNC_SAP,2025-07-24T07:30:00Z
ffffffff-0033-0000-0000-000000000000,cccccccc-0026-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00026,SYNC_SAP,2025-05-23T14:37:00Z
ffffffff-0034-0000-0000-000000000000,cccccccc-0027-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00027,SYNC_SAP,2025-08-01T08:07:00Z
ffffffff-0035-0000-0000-000000000000,cccccccc-0028-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00028,SYNC_SAP,2025-04-04T22:31:00Z
ffffffff-0036-0000-0000-000000000000,cccccccc-0029-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00029,SYNC_SAP,2025-09-19T12:57:00Z
ffffffff-0037-0000-0000-000000000000,cccccccc-0030-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00030,SYNC_SAP,2025-02-07T13:26:00Z
ffffffff-0038-0000-0000-000000000000,cccccccc-0031-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00031,SYNC_SAP,2025-05-02T19:08:00Z
ffffffff-0039-0000-0000-000000000000,cccccccc-0032-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00032,SYNC_SAP,2025-06-16T18:50:00Z
ffffffff-0040-0000-0000-000000000000,cccccccc-0033-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00033,SYNC_SAP,2025-04-25T22:14:00Z
ffffffff-0041-0000-0000-000000000000,cccccccc-0034-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00034,SYNC_SAP,2025-10-28T11:28:00Z
ffffffff-0042-0000-0000-000000000000,cccccccc-0034-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-12-01T19:18:00Z
ffffffff-0043-0000-0000-000000000000,cccccccc-0035-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00035,SYNC_SAP,2025-03-05T21:13:00Z
ffffffff-0044-0000-0000-000000000000,cccccccc-0036-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00036,SYNC_SAP,2025-07-04T09:07:00Z
ffffffff-0045-0000-0000-000000000000,cccccccc-0036-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,BLOQUE,Commande bloquee - probleme fournisseur,APP_WEB,2025-09-06T16:10:00Z
ffffffff-0046-0000-0000-000000000000,cccccccc-0037-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00037,SYNC_SAP,2025-09-01T16:45:00Z
ffffffff-0047-0000-0000-000000000000,cccccccc-0037-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-11-03T13:04:00Z
ffffffff-0048-0000-0000-000000000000,cccccccc-0038-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00038,SYNC_SAP,2025-08-02T06:01:00Z
ffffffff-0049-0000-0000-000000000000,cccccccc-0038-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,LIVRE,Commande livree avec succes,APP_WEB,2025-07-16T02:05:00Z
ffffffff-0050-0000-0000-000000000000,cccccccc-0039-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00039,SYNC_SAP,2025-08-02T01:21:00Z
ffffffff-0051-0000-0000-000000000000,cccccccc-0040-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00040,SYNC_SAP,2025-08-19T20:06:00Z
ffffffff-0052-0000-0000-000000000000,cccccccc-0040-0000-0000-000000000000,bbbbbbbb-0002-0000-0000-000000000002,EN_COURS,ANNULE,Commande annulee par le client,APP_WEB,2025-08-02T06:04:00Z
ffffffff-0053-0000-0000-000000000000,cccccccc-0041-0000-0000-000000000000,bbbbbbbb-0003-0000-0000-000000000003,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00041,SYNC_SAP,2025-02-04T13:13:00Z
ffffffff-0054-0000-0000-000000000000,cccccccc-0042-0000-0000-000000000000,bbbbbbbb-0001-0000-0000-000000000001,EN_ATTENTE,EN_COURS,Creation de la commande PO-2025-00042,SYNC_SAP,2025-04-19T17:02:00Z
